Unnamed: 0,text,created_at,Location,Language
10,"RT @RepDonBeyer: In late February, then acting White House Chief of Staff Mick Mulvaney gave public comments playing down the seriousness o…",2020-06-16 23:59:59,Antarctica,"RT @RepDonBeyer: In late February, then acting White House Chief of Staff Mick Mulvaney gave public comments playing down the seriousness o…"
11,"RT @andrewkeh: Sports leagues around the world are using, or plan to use, fake crowd noise on TV to mask the sounds of empty stadiums. Some…",2020-06-16 23:59:59,New York,"RT @andrewkeh: Sports leagues around the world are using, or plan to use, fake crowd noise on TV to mask the sounds of empty stadiums. Some…"
12,RT @Reuters: Show me the data: U.S. doctors skeptical of reported COVID breakthrough https://t.co/WkuQFJnSoi https://t.co/SWFiyd6hO6,2020-06-16 23:59:59,United Kingdom,RT @Reuters: Show me the data: U.S. doctors skeptical of reported COVID breakthrough https://t.co/WkuQFJnSoi https://t.co/SWFiyd6hO6
13,RT @jimcombs: Dr. Sanjay Gupta: Trump Rally Is ‘Worst-Case Scenario’ For Spreading Coronavirus https://t.co/lp1N0OT9oO,2020-06-16 23:59:58,This Place Called Earth,RT @jimcombs: Dr. Sanjay Gupta: Trump Rally Is ‘Worst-Case Scenario’ For Spreading Coronavirus https://t.co/lp1N0OT9oO
14,"RT @everywhereist: Coronavirus isn't over just because you are tired of hearing about it.

Ditto for white supremacy and racism.",2020-06-16 23:59:58,,"RT @everywhereist: Coronavirus isn't over just because you are tired of hearing about it.

Ditto for white supremacy and racism."
15,"RT @delrayser: holy shit, Texas just reported 4098 new coronavirus cases TODAY.

previous record high was 2504, set last week https://t.co/…",2020-06-16 23:59:58,House of Tired,"RT @delrayser: holy shit, Texas just reported 4098 new coronavirus cases TODAY.

previous record high was 2504, set last week https://t.co/…"
16,RT @rweingarten: Tulsa Officials Plead for Trump to Cancel Rally As Virus Spikes in Oklahoma  https://t.co/ABUup6eRRR,2020-06-16 23:59:58,,RT @rweingarten: Tulsa Officials Plead for Trump to Cancel Rally As Virus Spikes in Oklahoma  https://t.co/ABUup6eRRR
17,"RT @david_darmofal: .@KamalaHarris speaking on COVID-19 health disparities in this article.
https://t.co/kiBhChqQ9R https://t.co/ib3vbxUCia",2020-06-16 23:59:58,El Paso TX,"RT @david_darmofal: .@KamalaHarris speaking on COVID-19 health disparities in this article.
https://t.co/kiBhChqQ9R https://t.co/ib3vbxUCia"
18,RT @adamcbest: Greg Abbott never took coronavirus seriously enough and rushed reopening Texas. Now he wants to scold young people for follo…,2020-06-16 23:59:58,,RT @adamcbest: Greg Abbott never took coronavirus seriously enough and rushed reopening Texas. Now he wants to scold young people for follo…
19,Today marks a huge step forward in our fight against coronavirus as a £5 drug that slashes the risk of dying by a t… https://t.co/ktP4q71KvT,2020-06-16 23:59:58,Goshen Estate,Today marks a huge step forward in our fight against coronavirus as a £5 drug that slashes the risk of dying by a t… https://t.co/ktP4q71KvT
20,"RT @pdtimes: China is in full swing of expentionism, in all corners.
China is taking advantage of Coronavirus spread. May be inspiring Nort…",2020-06-16 23:59:58,"Rabbit Hole, Idaho","RT @pdtimes: China is in full swing of expentionism, in all corners.
China is taking advantage of Coronavirus spread. May be inspiring Nort…"
21,RT @HuffPost: President Donald Trump falsely boasts that the team of scientists working to develop a coronavirus vaccine also developed an…,2020-06-16 23:59:58,"Ocean City, NJ",RT @HuffPost: President Donald Trump falsely boasts that the team of scientists working to develop a coronavirus vaccine also developed an…
22,RT @NYTScience: Flushing a toilet can generate a cloud of aerosol droplets that rises nearly three feet. Those droplets -- which could be l…,2020-06-16 23:59:58,"Kingston, RI",RT @NYTScience: Flushing a toilet can generate a cloud of aerosol droplets that rises nearly three feet. Those droplets -- which could be l…
23,Jury duty will look dramatically different in Sacramento Superior Court https://t.co/Ei6O0JV4to,2020-06-16 23:59:58,Sacramento,Jury duty will look dramatically different in Sacramento Superior Court https://t.co/Ei6O0JV4to
24,lol...he won't...Tulsa will be stuck with the bill and 10k more coronavirus victims https://t.co/cK5Hbijj3Q,2020-06-16 23:59:58,"Favorite Home: Dominica,  W.I. (Caribbean)",lol...he won't...Tulsa will be stuck with the bill and 10k more coronavirus victims https://t.co/cK5Hbijj3Q
25,"RT @guardian: Coronavirus live news: Brazil adds record 34,918 daily cases as infections surge in six US states https://t.co/gmG3VwNOf4",2020-06-16 23:59:58,"Jakarta, W. Java, Indonesia ","RT @guardian: Coronavirus live news: Brazil adds record 34,918 daily cases as infections surge in six US states https://t.co/gmG3VwNOf4"
26,#Trump pushed to open and his cronies bowed to him.... now we’re gonna deal with the #Covid19 in a more drastic way… https://t.co/Z9N0Ip7Z7X,2020-06-16 23:59:58,From Michigan & Great Britian,#Trump pushed to open and his cronies bowed to him.... now we’re gonna deal with the #Covid19 in a more drastic way… https://t.co/Z9N0Ip7Z7X
27,RT @realDonaldTrump: “Trump team should get 'a lot of credit' for fast coronavirus stimulus: CBO” https://t.co/TGVxgIfTAa,2020-06-16 23:59:58,,RT @realDonaldTrump: “Trump team should get 'a lot of credit' for fast coronavirus stimulus: CBO” https://t.co/TGVxgIfTAa
28,RT @KamVTV: Since Democrats and media are “all of the sudden” concerned about the coronavirus maybe we should change the name from Trump Ra…,2020-06-16 23:59:58,,RT @KamVTV: Since Democrats and media are “all of the sudden” concerned about the coronavirus maybe we should change the name from Trump Ra…
29,RT @aubrey_huff: Take your #coronavirus mask &amp; stick it where the sun don’t shine. https://t.co/iJt4cNidlj,2020-06-16 23:59:57,"Angleton Texas, USA",RT @aubrey_huff: Take your #coronavirus mask &amp; stick it where the sun don’t shine. https://t.co/iJt4cNidlj
30,"RT @lookner: Over 800 Americans died in the past day from coronavirus, but I guess no one cares anymore",2020-06-16 23:59:57,,"RT @lookner: Over 800 Americans died in the past day from coronavirus, but I guess no one cares anymore"
31,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…",2020-06-16 23:59:57,,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…"
32,"RT @ReddogOHIO: Arizona isn't ready to reopen, scientists say. That got them fired https://t.co/vTRScFlWmM",2020-06-16 23:59:57,"Yuba City, CA","RT @ReddogOHIO: Arizona isn't ready to reopen, scientists say. That got them fired https://t.co/vTRScFlWmM"
33,"@DoctorYasmin *Coronavirus cases reach new highs*

@VP: https://t.co/AEIt2kbWM0",2020-06-16 23:59:57,"Ithaca, NY","@DoctorYasmin *Coronavirus cases reach new highs*

@VP: https://t.co/AEIt2kbWM0"
34,"RT @wallisweaver: Wow, Texas has reported 3,971 new coronavirus cases so far today.",2020-06-16 23:59:57,United States,"RT @wallisweaver: Wow, Texas has reported 3,971 new coronavirus cases so far today."
35,RT @nypost: Rep. Ilhan Omar's father dead at 67 from coronavirus https://t.co/46IQo6cwwz https://t.co/iUddifig2V,2020-06-16 23:59:57,Me,RT @nypost: Rep. Ilhan Omar's father dead at 67 from coronavirus https://t.co/46IQo6cwwz https://t.co/iUddifig2V
36,"RT @DrTomFrieden: It's a lot less economically disruptive to wear a mask than to shut society, so I can't understand some of the resistance…",2020-06-16 23:59:57,,"RT @DrTomFrieden: It's a lot less economically disruptive to wear a mask than to shut society, so I can't understand some of the resistance…"
37,"RT @GwenGraham: Who is @GovRonDeSantis going to blame for this today? 
https://t.co/2msa7VFWIm",2020-06-16 23:59:57,"Gilbert, AZ","RT @GwenGraham: Who is @GovRonDeSantis going to blame for this today? 
https://t.co/2msa7VFWIm"
38,"RT @chuckwestover: He really is dumber than dirt.

https://t.co/fSZRa84oL7",2020-06-16 23:59:56,"Bergen, Western Norway","RT @chuckwestover: He really is dumber than dirt.

https://t.co/fSZRa84oL7"
39,Is America the only country where lawmakers don’t want to give #Coronavirus #unemploymentbenefits because they say… https://t.co/n9JYhLC6J4,2020-06-16 23:59:56,"Raleigh, NC",Is America the only country where lawmakers don’t want to give #Coronavirus #unemploymentbenefits because they say… https://t.co/n9JYhLC6J4
40,"RT @ABC7: LA COUNTY UPDATE: County reports 1,003 new cases of #coronavirus and 17 additional deaths https://t.co/jgKO5NbCaC",2020-06-16 23:59:56,,"RT @ABC7: LA COUNTY UPDATE: County reports 1,003 new cases of #coronavirus and 17 additional deaths https://t.co/jgKO5NbCaC"
41,"RT @funder: BREAKING: 119,000 Americans have now died of coronavirus, that we know of. Some estimate it to be much greater. And over 2.2 mi…",2020-06-16 23:59:56,,"RT @funder: BREAKING: 119,000 Americans have now died of coronavirus, that we know of. Some estimate it to be much greater. And over 2.2 mi…"
42,"RT @shamshandwich: HEY KIDS!! *does a cool skateboard trick to get your attention*

coronavirus isn't over keep social distancing and wear…",2020-06-16 23:59:56,,"RT @shamshandwich: HEY KIDS!! *does a cool skateboard trick to get your attention*

coronavirus isn't over keep social distancing and wear…"
43,RT @realtormag: Economic Injury Disaster Loans and advance grant programs offer more relief to a broader array of small businesses impacted…,2020-06-16 23:59:55,"Jacksonville Beach, FL",RT @realtormag: Economic Injury Disaster Loans and advance grant programs offer more relief to a broader array of small businesses impacted…
44,RT @Mike_Pence: Recently the media has taken to sounding the alarm over a “second wave” of COVID-19 cases. Such panic is overblown. Thanks…,2020-06-16 23:59:55,,RT @Mike_Pence: Recently the media has taken to sounding the alarm over a “second wave” of COVID-19 cases. Such panic is overblown. Thanks…
45,"RT @ABC: JUST IN: Florida reports record-high one-day increase of 2,783 new coronavirus cases. https://t.co/k29SZrnemO",2020-06-16 23:59:55,,"RT @ABC: JUST IN: Florida reports record-high one-day increase of 2,783 new coronavirus cases. https://t.co/k29SZrnemO"
46,RT @SandraBHaynes45: @galen_m_5 @matesraw @the_resistor @ErrolWebber @realDonaldTrump @POTUS And he failed miserably on the coronavirus cri…,2020-06-16 23:59:55,,RT @SandraBHaynes45: @galen_m_5 @matesraw @the_resistor @ErrolWebber @realDonaldTrump @POTUS And he failed miserably on the coronavirus cri…
47,"RT @ABC: JUST IN: Florida reports record-high one-day increase of 2,783 new coronavirus cases. https://t.co/k29SZrnemO",2020-06-16 23:59:55,"San Diego, CA","RT @ABC: JUST IN: Florida reports record-high one-day increase of 2,783 new coronavirus cases. https://t.co/k29SZrnemO"
48,RT @Mike_Pence: Recently the media has taken to sounding the alarm over a “second wave” of COVID-19 cases. Such panic is overblown. Thanks…,2020-06-16 23:59:55,,RT @Mike_Pence: Recently the media has taken to sounding the alarm over a “second wave” of COVID-19 cases. Such panic is overblown. Thanks…
49,"RT @newtgingrich: The media would have you believe the Trump Administration did not have a COVID testing strategy, but the reality is the p…",2020-06-16 23:59:55,,"RT @newtgingrich: The media would have you believe the Trump Administration did not have a COVID testing strategy, but the reality is the p…"
50,RT @neal_katyal: This lawsuit has just about as much chance of success as Trump's coronavirus cures.,2020-06-16 23:59:55,I ❤️ New York,RT @neal_katyal: This lawsuit has just about as much chance of success as Trump's coronavirus cures.
51,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…",2020-06-16 23:59:55,Orlando | Chicago,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…"
52,"RT @GwenGraham: Who is @GovRonDeSantis going to blame for this today? 
https://t.co/2msa7VFWIm",2020-06-16 23:59:54,"Florida, USA","RT @GwenGraham: Who is @GovRonDeSantis going to blame for this today? 
https://t.co/2msa7VFWIm"
53,"RT @lookner: Over 800 Americans died in the past day from coronavirus, but I guess no one cares anymore",2020-06-16 23:59:54,"NY, NY","RT @lookner: Over 800 Americans died in the past day from coronavirus, but I guess no one cares anymore"
54,"RT @politvidchannel: BREAKING: Two Tulsa, Okla., attorneys filed a lawsuit to try to enforce coronavirus safety measures at President Trump…",2020-06-16 23:59:54,,"RT @politvidchannel: BREAKING: Two Tulsa, Okla., attorneys filed a lawsuit to try to enforce coronavirus safety measures at President Trump…"
55,"RT @allysonhorn: BREAKING: As of this weekend, up to 2000 fans will be allowed to return to the stands in stadiums in Queensland. #coronavi…",2020-06-16 23:59:54,"Brisbane,In the Sunshine State","RT @allysonhorn: BREAKING: As of this weekend, up to 2000 fans will be allowed to return to the stands in stadiums in Queensland. #coronavi…"
56,"RT @everywhereist: Coronavirus isn't over just because you are tired of hearing about it.

Ditto for white supremacy and racism.",2020-06-16 23:59:54,"San Francisco Bay Area, CA","RT @everywhereist: Coronavirus isn't over just because you are tired of hearing about it.

Ditto for white supremacy and racism."
57,Jobs at Glenary’s taste like its confectionery https://t.co/xRFYByr8xL,2020-06-16 23:59:54,,Jobs at Glenary’s taste like its confectionery https://t.co/xRFYByr8xL
58,RT @ASB_Breaking: ⚠️ Major #COVID19 breakthrough as European scientists find cheap steroid that cuts #coronavirus deaths: UK says they foun…,2020-06-16 23:59:54,,RT @ASB_Breaking: ⚠️ Major #COVID19 breakthrough as European scientists find cheap steroid that cuts #coronavirus deaths: UK says they foun…
59,RT @funder: BREAKING: Mike Pence told US governors to promote the lie that a rise in coronavirus cases is mostly due to a rise in testing.…,2020-06-16 23:59:54,"California, USA",RT @funder: BREAKING: Mike Pence told US governors to promote the lie that a rise in coronavirus cases is mostly due to a rise in testing.…
60,RT @johnlundin: The virus doesn't care that you're bored. It's not disappearing until we have a vaccine - a long way off... 'Florida bars a…,2020-06-16 23:59:53," Manitoba, Canada 🇨🇦",RT @johnlundin: The virus doesn't care that you're bored. It's not disappearing until we have a vaccine - a long way off... 'Florida bars a…
61,"RT @TheLeadCNN: The model often cited by the White House is now predicting 201,000+ coronavirus deaths by October @EricaRHill reports https…",2020-06-16 23:59:53,Pennsylvania,"RT @TheLeadCNN: The model often cited by the White House is now predicting 201,000+ coronavirus deaths by October @EricaRHill reports https…"
62,"RT @PhilMcCrackin44: Coronavirus Is 4th Worst Flu Pandemic in US History -- But First Flu to Destroy the Economy Thanks to Faulty Models, J…",2020-06-16 23:59:53,"Florida, USA","RT @PhilMcCrackin44: Coronavirus Is 4th Worst Flu Pandemic in US History -- But First Flu to Destroy the Economy Thanks to Faulty Models, J…"
63,RT @DWUhlfelderLaw: BREAKING:  Miami pauses reopening as Florida's new coronavirus cases rise,2020-06-16 23:59:53,The District,RT @DWUhlfelderLaw: BREAKING:  Miami pauses reopening as Florida's new coronavirus cases rise
64,RT @funder: BREAKING: Mike Pence told US governors to promote the lie that a rise in coronavirus cases is mostly due to a rise in testing.…,2020-06-16 23:59:53,,RT @funder: BREAKING: Mike Pence told US governors to promote the lie that a rise in coronavirus cases is mostly due to a rise in testing.…
65,RT @MonsterFunder: #Autism in the time of the #Coronavirus: institutional blindness #covid19 #covid-19 #wwg1wga #HelPeopleONLUS #Monsterfun…,2020-06-16 23:59:53,,RT @MonsterFunder: #Autism in the time of the #Coronavirus: institutional blindness #covid19 #covid-19 #wwg1wga #HelPeopleONLUS #Monsterfun…
66,"RT @DrLamarHylton: An important @KentState update. Please read!

https://t.co/PVGFvtxPKP",2020-06-16 23:59:53,Ohio,"RT @DrLamarHylton: An important @KentState update. Please read!

https://t.co/PVGFvtxPKP"
67,RT @adamcbest: Greg Abbott never took coronavirus seriously enough and rushed reopening Texas. Now he wants to scold young people for follo…,2020-06-16 23:59:53,,RT @adamcbest: Greg Abbott never took coronavirus seriously enough and rushed reopening Texas. Now he wants to scold young people for follo…
68,RT @KendallScudder: Oh look— the guy who opened the state against all scientific and expert reccomendation is now blaming us for his failur…,2020-06-16 23:59:53,,RT @KendallScudder: Oh look— the guy who opened the state against all scientific and expert reccomendation is now blaming us for his failur…
69,RT @TIME: White House steps up efforts to downplay ongoing coronavirus concerns https://t.co/L1FKv1Rs9R,2020-06-16 23:59:53,Canada,RT @TIME: White House steps up efforts to downplay ongoing coronavirus concerns https://t.co/L1FKv1Rs9R
70,RT @MonsterFunders: #Autism in the time of the #Coronavirus: institutional blindness #covid19 #covid-19 #wwg1wga #HelPeopleONLUS #Monsterfu…,2020-06-16 23:59:52,,RT @MonsterFunders: #Autism in the time of the #Coronavirus: institutional blindness #covid19 #covid-19 #wwg1wga #HelPeopleONLUS #Monsterfu…
71,"RT @DrDenaGrayson: ‼️Meatpacking companies claimed they were “essential,” warning that the US faced a severe meat shortage.

It was FAKE. I…",2020-06-16 23:59:52,"Arizona, USA","RT @DrDenaGrayson: ‼️Meatpacking companies claimed they were “essential,” warning that the US faced a severe meat shortage.

It was FAKE. I…"
72,RT @katieporteroc: Simply put: the Trump Administration has dragged their feet on delivering relief to workers harmed by the coronavirus—an…,2020-06-16 23:59:52,,RT @katieporteroc: Simply put: the Trump Administration has dragged their feet on delivering relief to workers harmed by the coronavirus—an…
73,RT @TheRealMarkCM: Breaking: Trump and #maga Republicans are CELEBRATING 16% unemployment and a 7.4% drop in retail sales over the last thr…,2020-06-16 23:59:52,The Heart of It All. US.,RT @TheRealMarkCM: Breaking: Trump and #maga Republicans are CELEBRATING 16% unemployment and a 7.4% drop in retail sales over the last thr…
74,"RT @ddale8: Since last month, Trump has:

- Falsely said Obama didn't try to do anything on policing
- Falsely said Obama wiretapped him
-…",2020-06-16 23:59:52,,"RT @ddale8: Since last month, Trump has:

- Falsely said Obama didn't try to do anything on policing
- Falsely said Obama wiretapped him
-…"
75,RT @VijayIsMyLife: #ThalapathyVijay's birthday is a festival in itself. Re-releases galore across the world during his birthday. We only mi…,2020-06-16 23:59:52,,RT @VijayIsMyLife: #ThalapathyVijay's birthday is a festival in itself. Re-releases galore across the world during his birthday. We only mi…
76,RT @_DrBeard: This nigga know exactly who made and released the coronavirus https://t.co/NZhn4Xg4vw,2020-06-16 23:59:52,"New Jersey, USA",RT @_DrBeard: This nigga know exactly who made and released the coronavirus https://t.co/NZhn4Xg4vw
77,"RT @nytimes: Tulsa officials are pleading with President Trump to cancel a rally planned for Saturday, warning it could worsen a spike in O…",2020-06-16 23:59:52,Boston | NY | DC | Pittsburgh,"RT @nytimes: Tulsa officials are pleading with President Trump to cancel a rally planned for Saturday, warning it could worsen a spike in O…"
78,RT @adamcbest: Greg Abbott never took coronavirus seriously enough and rushed reopening Texas. Now he wants to scold young people for follo…,2020-06-16 23:59:52,"Savannah, GA",RT @adamcbest: Greg Abbott never took coronavirus seriously enough and rushed reopening Texas. Now he wants to scold young people for follo…
79,"RT @MikeGarcia2020: On July 1, the gas tax will rise to 50.5 cents/gal. I’ve opposed the tax increase from the beginning, while @Christyfor…",2020-06-16 23:59:52,,"RT @MikeGarcia2020: On July 1, the gas tax will rise to 50.5 cents/gal. I’ve opposed the tax increase from the beginning, while @Christyfor…"
80,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…",2020-06-16 23:59:51,,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…"
81,"RT @keithboykin: Florida reported a record high 2,783 new coronavirus cases today. Texas reported a record 2,622 cases. And Arizona hit a r…",2020-06-16 23:59:51,"Florida, USA","RT @keithboykin: Florida reported a record high 2,783 new coronavirus cases today. Texas reported a record 2,622 cases. And Arizona hit a r…"
82,"RT @SkyNews: The disproportionate impact of #coronavirus on black, Asian and minority ethnic (BAME) people is due - in part - to racism and…",2020-06-16 23:59:51,"Wolverhampton, England","RT @SkyNews: The disproportionate impact of #coronavirus on black, Asian and minority ethnic (BAME) people is due - in part - to racism and…"
83,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…",2020-06-16 23:59:51,,"RT @perlmutations: Over 118,000 American souls have been lost to the coronavirus and that number is not slowing down. Instead of formulatin…"
84,"@keithboykin Texas has over 4,000 new cases today. Will show up in the state tally tomorrow.… https://t.co/qeF6cv4HcR",2020-06-16 23:59:51,,"@keithboykin Texas has over 4,000 new cases today. Will show up in the state tally tomorrow.… https://t.co/qeF6cv4HcR"
85,RT @KendallScudder: Oh look— the guy who opened the state against all scientific and expert reccomendation is now blaming us for his failur…,2020-06-16 23:59:51,"Queens, NY",RT @KendallScudder: Oh look— the guy who opened the state against all scientific and expert reccomendation is now blaming us for his failur…
86,RT @HoustonHealth: Houston and Harris County are seeing a disturbing increase in COVID-19 hospitalizations. Houston Health Authority Doctor…,2020-06-16 23:59:51,"Houston, TX",RT @HoustonHealth: Houston and Harris County are seeing a disturbing increase in COVID-19 hospitalizations. Houston Health Authority Doctor…
87,RT @DWUhlfelderLaw: BREAKING:  Miami pauses reopening as Florida's new coronavirus cases rise,2020-06-16 23:59:51,Santa Rosa CA,RT @DWUhlfelderLaw: BREAKING:  Miami pauses reopening as Florida's new coronavirus cases rise
88,"RT @StevenTDennis: Another day, another COVID-19 record in Florida. 
https://t.co/TpliizVJlf",2020-06-16 23:59:50,En route to Paris,"RT @StevenTDennis: Another day, another COVID-19 record in Florida. 
https://t.co/TpliizVJlf"
89,"RT @BuzzFeedNews: Low doses of an anti-inflammatory drug reduced deaths in severely ill COVID-19 patients by about a third, preliminary res…",2020-06-16 23:59:50,St. Lucia ,"RT @BuzzFeedNews: Low doses of an anti-inflammatory drug reduced deaths in severely ill COVID-19 patients by about a third, preliminary res…"
90,RT @exoticgamora: 260 workers at an 'unnamed' Central Florida airport have tested positive for coronavirus after nearly 500 employees were…,2020-06-16 23:59:50,,RT @exoticgamora: 260 workers at an 'unnamed' Central Florida airport have tested positive for coronavirus after nearly 500 employees were…
91,"RT @RA_Becks: The coronavirus pandemic and economic crisis has put added pressures on Californians who use drugs, and disrupted their pathw…",2020-06-16 23:59:50,"Sacramento, Calif.","RT @RA_Becks: The coronavirus pandemic and economic crisis has put added pressures on Californians who use drugs, and disrupted their pathw…"
92,Spike in public trust offers room to reimagine people-police compact. Will they continue to be a service or a 'forc… https://t.co/Vnicoz2phu,2020-06-16 23:59:50,"Madurai. Tamilnadu,  India",Spike in public trust offers room to reimagine people-police compact. Will they continue to be a service or a 'forc… https://t.co/Vnicoz2phu
93,"RT @lookner: Over 800 Americans died in the past day from coronavirus, but I guess no one cares anymore",2020-06-16 23:59:50,NYC,"RT @lookner: Over 800 Americans died in the past day from coronavirus, but I guess no one cares anymore"
94,RT @Reuters: A widely used steroid called dexamethasone has become the first drug shown to be able to save the lives of COVID-19 patients i…,2020-06-16 23:59:50,"Los Angeles, CA",RT @Reuters: A widely used steroid called dexamethasone has become the first drug shown to be able to save the lives of COVID-19 patients i…
95,"RT @GovPritzker: Thanks, but no thanks, Mr. Vice President. 

I’ll stick to the truth: covid-19 is still out there, and because we’re remai…",2020-06-16 23:59:50,"Chicago, IL","RT @GovPritzker: Thanks, but no thanks, Mr. Vice President. 

I’ll stick to the truth: covid-19 is still out there, and because we’re remai…"
96,"RT @MSNBC: “There’s no other country in the world that has as chaotic a response to this epidemic as we,” @Laurie_Garrett says of the U.S.…",2020-06-16 23:59:50,"Syracuse, New York","RT @MSNBC: “There’s no other country in the world that has as chaotic a response to this epidemic as we,” @Laurie_Garrett says of the U.S.…"
97,RT @realTuckFrumper: White House Steps Up Efforts to Downplay Ongoing Coronavirus Concerns https://t.co/MkQIr3dRqn,2020-06-16 23:59:50,"Massachusetts, USA",RT @realTuckFrumper: White House Steps Up Efforts to Downplay Ongoing Coronavirus Concerns https://t.co/MkQIr3dRqn
98,"RT @funder: BREAKING: 119,000 Americans have now died of coronavirus, that we know of. Some estimate it to be much greater. And over 2.2 mi…",2020-06-16 23:59:50,,"RT @funder: BREAKING: 119,000 Americans have now died of coronavirus, that we know of. Some estimate it to be much greater. And over 2.2 mi…"
99,"RT @AOECOIN: WOW!!!! 😮🤬
MASS #COVID19 FRAUD Exposed in #SanDiego #California #USA! ONLY 6 ""Pure #Coronavirus"" deaths out of 3.3 MILLION ppl…",2020-06-16 23:59:50,,"RT @AOECOIN: WOW!!!! 😮🤬
MASS #COVID19 FRAUD Exposed in #SanDiego #California #USA! ONLY 6 ""Pure #Coronavirus"" deaths out of 3.3 MILLION ppl…"
